reactant_1,reactant_2,product,Yield
ClCc1cnccn1,O=C1NC(=O)c2ccccc21,O=C1c2ccccc2C(=O)N1Cc1cnccn1,46.0
CCOC(=O)c1sc(N2CCNC2=O)nc1C,Fc1ccc(CBr)cc1,CCOC(=O)c1sc(N2CCN(Cc3ccc(F)cc3)C2=O)nc1C,98.0
CC(=O)c1sc(N2CCNC2=O)nc1C,Fc1ccc(CBr)cc1,CC(=O)c1sc(N2CCN(Cc3ccc(F)cc3)C2=O)nc1C,98.0
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)O,NCc1cccnc1,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1cccnc1,33.0
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)O,NCc1ccc(F)cc1,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1ccc(F)cc1,38.0
Cc1nc(N2CCN(Cc3ccc(OC(F)(F)F)cc3)C2=O)sc1C(=O)O,Nc1ccccc1,Cc1nc(N2CCN(Cc3ccc(OC(F)(F)F)cc3)C2=O)sc1C(=O)Nc1ccccc1,67.0
BrCc1ncoc1-c1ccccc1,CCOC(=O)c1sc(N2CCNC2=O)nc1C,CCOC(=O)c1sc(N2CCN(Cc3ncoc3-c3ccccc3)C2=O)nc1C,81.0
BrCc1ccncc1,CCOC(=O)c1sc(N2CCNC2=O)nc1C,CCOC(=O)c1sc(N2CCN(Cc3ccncc3)C2=O)nc1C,100.0
CCOC(=O)c1sc(N2CCNC2=O)nc1C,Fc1ccc(CBr)cc1,CCOC(=O)c1sc(N2CCN(Cc3ccc(F)cc3)C2=O)nc1C,69.0
Cc1nc(-n2cnn(Cc3ccc(OC(F)F)cc3)c2=O)sc1C(=O)O,NCc1cccnc1,Cc1nc(-n2cnn(Cc3ccc(OC(F)F)cc3)c2=O)sc1C(=O)NCc1cccnc1,49.0
Cc1nc(-n2cnn(CCCC(F)(F)F)c2=O)sc1C(=O)O,NCc1cccnc1,Cc1nc(-n2cnn(CCCC(F)(F)F)c2=O)sc1C(=O)NCc1cccnc1,35.0
Cc1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)O,NCc1cccnc1,Cc1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cccnc1,87.0
Cc1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)O,NCc1cccnc1,Cc1cc(-n2cnn(Cc3ccccc3)c2=O)sc1C(=O)NCc1cccnc1,89.0
Cc1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)O,NCc1cccnc1,Cc1cc(-n2cnn(CCC3CC3)c2=O)sc1C(=O)NCc1cccnc1,87.0
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)O,NCc1ncco1,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1ncco1,32.0
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)O,NCc1cccnn1,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1cccnn1,52.0
C[Mg]Br,O=Cc1ccc(F)nc1,CC(O)c1ccc(F)nc1,68.0
Nc1ncccc1Br,O=C(CBr)[C@@H]1CCCN1C(=O)OCc1ccccc1,O=C(OCc1ccccc1)N1CCC[C@H]1c1cn2cccc(Br)c2n1,40.0
CN1CCC(N2Cc3cc4nc(-c5c(Cl)cc[nH]c5=O)[nH]c4cc3C2=O)CC1,NCCNS(=O)(=O)c1ccccc1Br,CN1CCC(N2Cc3cc4nc(-c5c(NCCNS(=O)(=O)c6ccccc6Br)cc[nH]c5=O)[nH]c4cc3C2=O)CC1,11.4
CCS(=O)(=O)Cl,NC(=O)c1cc(Br)cc2c(C3CCNCC3)c[nH]c12,CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1,83.4
CCS(=O)(=O)Cl,NC(=O)c1cc(Br)cc2c(C3CCNCC3)c[nH]c12,CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1,69.0
CCCC1CCCN1,CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4csc(C=O)c4)cc23)CC1,CCCC1CCCN1Cc1cc(-c2cc(C(N)=O)c3[nH]cc(C4CCN(S(=O)(=O)CC)CC4)c3c2)cs1,38.7
CCCC(C)NCc1ccc(B(O)O)s1,CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1,CCCC(C)NCc1ccc(-c2cc(C(N)=O)c3[nH]cc(C4CCN(S(=O)(=O)CC)CC4)c3c2)s1,60.0
COCCN,O=Cc1ccc(B(O)O)s1,COCCNCc1ccc(B(O)O)s1,61.0
CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4cccc(CN)c4)cc23)CC1,O=S(=O)(Cl)C1CC1,CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4cccc(CNS(=O)(=O)C5CC5)c4)cc23)CC1,17.0
C1CCNCC1,CCCCNc1nc(N)c2nc(OC)n(CCCCl)c2n1,CCCCNc1nc(N)c2[nH]c(=O)n(CCCN3CCCCC3)c2n1,5.8
Fc1ccccc1C1CO1,O=Cc1ccc(O)cc1,O=Cc1ccc(OCC(O)c2ccccc2F)cc1,11.0
Fc1cccc(C2CO2)c1,O=Cc1ccc(O)cc1,O=Cc1ccc(OCC(O)c2cccc(F)c2)cc1,17.0
Cc1c(N[C@@H](C(=O)O)[C@@H](C)O)ccc(C#N)c1Cl,NNC(=O)c1ccccc1,Cc1c(N[C@@H](C(=O)NNC(=O)c2ccccc2)[C@@H](C)O)ccc(C#N)c1Cl,51.4
CCc1c(N[C@@H](C(=O)O)[C@@H](C)O)ccc(C#N)c1Cl,N#Cc1ccc(C(=O)NN)cc1,CCc1c(N[C@@H](C(=O)NNC(=O)c2ccc(C#N)cc2)[C@@H](C)O)ccc(C#N)c1Cl,84.3
Cc1c(N[C@@H](c2nnc(-c3ccc(O)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,O=C(Cl)c1ccccc1,Cc1c(N[C@@H](c2nnc(-c3ccc(OC(=O)c4ccccc4)cc3)o2)[C@H](C)OC(=O)c2ccccc2)ccc(C#N)c1Cl,82.0
CCCC(=O)Cl,Cc1c(N[C@@H](c2nnc(-c3ccccc3)o2)[C@H](C)O)ccc(C#N)c1Cl,CCCC(=O)O[C@@H](C)[C@@H](Nc1ccc(C#N)c(Cl)c1C)c1nnc(-c2ccccc2)o1,97.5
Cc1c(N[C@@H](c2nnc(-c3ccccc3)o2)[C@H](C)O)ccc(C#N)c1Cl,O=C(Cl)c1ccccc1,Cc1c(N[C@@H](c2nnc(-c3ccccc3)o2)[C@H](C)OC(=O)c2ccccc2)ccc(C#N)c1Cl,88.1
CC(C)(C(=O)O)C(c1ccccc1)c1ccc2c(ccn2-c2ccc(F)cc2)c1,Nc1nccs1,CC(C)(C(=O)Nc1nccs1)C(c1ccccc1)c1ccc2c(ccn2-c2ccc(F)cc2)c1,22.0
CC(C)CC(=O)c1ccc2c(cnn2-c2ccc(F)cc2)c1,COC(O[Si](C)(C)C)=C(C)C,COC(=O)C(C)(C)C(O)(CC(C)C)c1ccc2c(cnn2-c2ccc(F)cc2)c1,95.0
CCOC(=O)CC(=O)c1ccccc1,CCOC(OCC)OCC,CCOC=C(C(=O)OCC)C(=O)c1ccccc1,59.0
Fc1ccc(Nc2nc(Cl)nc(Cl)n2)cc1C(F)(F)F,NN,NNc1nc(Cl)nc(Nc2ccc(F)c(C(F)(F)F)c2)n1,83.0
CCOC(=O)c1ncsc1NN,COC(=O)CC(C(C)=O)C(=O)c1ccccn1,CCOC(=O)c1ncsc1-n1nc(C)c(CC(=O)OC)c1-c1ccccn1,68.8
Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]ccc3c2)c1,O=C(O)C1=CC(c2ccccc2Cl)NO1,O=C(Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]ccc3c2)c1)c1cc(-c2ccccc2Cl)no1,38.3
CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)c1cc(C)cc(C(=O)O)c1,NCc1ccc(F)c(Br)c1,CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)c1cc(C)cc(C(=O)NCc2ccc(F)c(Br)c2)c1,66.5
CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)c1cc(C)cc(C(=O)NCc2ccc(C)c(Br)c2)c1,O=Cc1cccc(B(O)O)c1,CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)c1cc(C)cc(C(=O)NCc2ccc(C)c(-c3cccc(C=O)c3)c2)c1,60.8
CC(C)(C)[Si](C)(C)Cl,OCc1cccc(Br)c1,CC(C)(C)[Si](C)(C)OCc1cccc(Br)c1,95.2
CC(C)(C)[Si](C)(C)OCc1cccc(B(O)O)c1,Cc1c(Br)cccc1CNC(=O)OC(C)(C)C,Cc1c(CNC(=O)OC(C)(C)C)cccc1-c1cccc(CO[Si](C)(C)C(C)(C)C)c1,65.0
CC(C)(C)OC(=O)N1CCC(=Cc2cccc(Br)c2)CC1,N#Cc1cccc(B(O)O)c1,CC(C)(C)OC(=O)N1CCC(=Cc2cccc(-c3cccc(C#N)c3)c2)CC1,85.4
Brc1ccccn1,CCOC1=CC(=O)CC1,O=C1C=C(c2ccccn2)CC1,62.0
CC(C(=O)O)c1ccc2ncccc2c1,NN,CC(C(=O)NN)c1ccc2ncccc2c1,82.0
Cc1ccc2nnc(Cc3ccc4ncc(Br)cc4c3)n2n1,c1c[nH]cn1,Cc1ccc2nnc(Cc3ccc4ncc(-n5ccnc5)cc4c3)n2n1,22.0
NNc1ccc(Cl)nn1,O=C(O)Cc1ccc2ncsc2c1,Clc1ccc2nnc(Cc3ccc4ncsc4c3)n2n1,21.8
CN1C(=O)C(Br)=C(Br)C1=O,O=C1CCNCC1,CN1C(=O)C(Br)=C(N2CCC(=O)CC2)C1=O,99.0
C#CC(C)(C)O,COc1ccc(C=O)cc1Cl,COc1ccc(C(O)C#CC(C)(C)O)cc1Cl,26.0
COC(=O)[C@@H](O)CCO[Si](C)(C)C(C)(C)C,CS(=O)(=O)Cl,COC(=O)[C@H](CCO[Si](C)(C)C(C)(C)C)OS(C)(=O)=O,89.1
COC(=O)[C@H](C)N(CC=O)C(=O)OCc1ccccc1,NCCCCO,C[C@H]1C(=O)N(CCCCO)CCN1C(=O)OCc1ccccc1,66.0
CC1(C)OC[C@H](CC=O)N1C(=O)OCc1ccccc1,O[C@@H]1CNCCC12CC2,CC1(C)OC[C@H](CCN2CCC3(CC3)[C@H](O)C2)N1C(=O)OCc1ccccc1,97.3
CCN=C=O,C[C@H]1C(=O)N([C@H](CO)CCN2CCC3(CC3)[C@H](O)C2)CCN1C(=O)OCc1ccccc1,CCNC(=O)OC[C@H](CCN1CCC2(CC2)[C@H](O)C1)N1CCN(C(=O)OCc2ccccc2)[C@@H](C)C1=O,45.6
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1C(C(=O)Nc1ccccc1O)c1coc(C)n1,O=C(n1ccnc1)n1ccnc1,CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1C(C(=O)O)c1coc(C)n1,73.0
C1COCCN1,NS(=O)(=O)c1cccc(C(=O)O)c1,NS(=O)(=O)c1cccc(C(=O)N2CCOCC2)c1,51.0
Nc1cccc(-n2ncc3c(N)ncnc32)c1,O=C(O)c1ccsc1,Nc1ncnc2c1cnn2-c1cccc(NC(=O)c2ccsc2)c1,18.8
O=C=NCc1ccccc1Cl,OCCNCCO,O=C(NCc1ccccc1Cl)N(CCO)CCO,65.0
O=C(O)c1cc(Br)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12,On1nnc2ccccc21,NC(=O)c1cc(Br)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12,96.0
CCOC(=O)c1cc(Br)cc2cc[nH]c12,O=C1CCSC1,COC(=O)c1cc(Br)cc2c(C3CCSC3)c[nH]c12,46.5
CCOC(=O)c1cc(Br)cc2cc[nH]c12,O=C1CCSC1,CCOC(=O)c1cc(Br)cc2c(C3CCSC3)c[nH]c12,47.0
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CCOC(=O)c1cc(Br)cc2c(C3CCCSCC3)c[nH]c12,CCOC(=O)c1cc(Br)cc2c(C3CCCSCC3)cn(C(=O)OC(C)(C)C)c12,74.1
CC1CC(c2c[nH]c3c(C(=O)O)cc(Br)cc23)CC(C)S1(=O)=O,On1nnc2ccccc21,CC1CC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC(C)S1(=O)=O,80.4
NC(=O)c1cc(Br)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12,OB(O)c1ccnc(Cl)c1,NC(=O)c1cc(-c2ccnc(Cl)c2)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12,19.61
NC(=O)c1cc(Br)cc2c(C3CCS(=O)(=O)C3)c[nH]c12,OB(O)c1cccs1,NC(=O)c1cc(-c2cccs2)cc2c(C3CCS(=O)(=O)C3)c[nH]c12,36.0
CC(C)(C)c1ccc(CN=C=S)cc1,NCc1ccc[nH]1,CC(C)(C)c1ccc(CNC(=S)NCc2ccc[nH]2)cc1,88.0
Cn1cccc1C#N,O=[N+]([O-])O,Cn1cc([N+](=O)[O-])cc1C#N,73.7
CC(C)(C)c1ccc(CN)cc1,O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl,CC(C)(C)c1ccc(CN=C=O)cc1,69.7
CC(C)(C)OC(=O)N1CCC(COCc2cc(C(F)(F)F)cc(Cl)n2)(c2ccccc2)CC1,CN1CCNCC1,CN1CCN(c2cc(C(F)(F)F)cc(COCC3(c4ccccc4)CCNCC3)n2)CC1,38.4
O=C1c2ccccc2C(=O)N1O,OCCN1CCOCC1,NOCCN1CCOCC1,63.2
CCC(CC)CBr,CCCOC(=O)C1CCCCC1,CCCOC(=O)C1(CC(CC)CC)CCCCC1,77.4
CI,Oc1ccc2cccnc2c1,COc1ccc2cccnc2c1,99.7
COc1ccc2ncc(F)c(Br)c2n1,C[O-],COc1ccc2ncc(OC)c(Br)c2n1,95.0
CC(C)(C)OC(=O)NC1CCNCC1,COc1ccc2ccc(=O)n(CC=O)c2c1,COc1ccc2ccc(=O)n(CCN3CCC(NC(=O)OC(C)(C)C)CC3)c2c1,47.0
C=CCn1c(=O)ccc2ccc(=O)[nH]c21,O=S(=O)(N(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F,C=CCn1c(=O)ccc2ccc(OS(=O)(=O)C(F)(F)F)nc21,36.0
C=CCI,O=c1ccc2c(F)cc(F)cc2[nH]1,C=CCn1c(=O)ccc2c(F)cc(F)cc21,45.0
C=CCI,O=c1[nH]c2cc(F)cnc2s1,C=CCn1c(=O)sc2ncc(F)cc21,83.0
CN(C)c1ccc(N=C=O)cc1,COc1cc2ncnc(C3CCNCC3)c2cc1OC,COc1cc2ncnc(C3CCN(C(=O)Nc4ccc(N(C)C)cc4)CC3)c2cc1OC,44.0
CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)CCC(=O)O,NCc1ccc(F)c(Br)c1,CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)CCC(=O)NCc1ccc(F)c(Br)c1,73.9
CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CN(Cc1ccc(C)c(Br)c1)C(=O)C1(C(N)=O)CC1,O=Cc1cccc(B(O)O)c1,CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CN(Cc1ccc(C)c(-c2cccc(C=O)c2)c1)C(=O)C1(C(N)=O)CC1,77.5
CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)CC(=O)NCc1ccc(F)c(-c2cccc(C=O)c2)c1,C[C@H]1CNCCN1C(=O)OC(C)(C)C,CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)CC(=O)NCc1ccc(F)c(-c2cccc(CN3CCN[C@@H](C)C3)c2)c1,39.7
CS(=O)(=O)Cl,C[C@@H](CO)COc1ccc(-c2ccc(Cl)nn2)cc1,C[C@H](COc1ccc(-c2ccc(Cl)nn2)cc1)COS(C)(=O)=O,91.7
CC(=O)Cl,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)nn(CO)c1=O,CC(=O)OCn1nc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)cc(C(C)C)c1=O,21.0
C[C@H]1CCCNC1,[O-][n+]1ccc(-c2ccc(OCCCCl)cc2)cc1,C[C@H]1CCCN(CCCOc2ccc(-c3cc[n+]([O-])cc3)cc2)C1,1.0
C[C@H]1CCCNC1,O=C1CCC(c2ccc(OCCCCl)cc2)CC1,C[C@H]1CCCN(CCCOc2ccc(C3CCC(=O)CC3)cc2)C1,63.3
C[C@@H](Nc1ncnc2c1CNCC2)c1ccc(C(F)(F)F)nc1,N#Cc1cc(Br)ccc1F,C[C@@H](Nc1ncnc2c1CN(c1ccc(Br)cc1C#N)CC2)c1ccc(C(F)(F)F)nc1,54.5
CC1(CO)COC1,Cc1cc(Cl)nn2c(N)nnc12,Cc1cc(OCC2(C)COC2)nn2c(N)nnc12,53.6
CC[O-],CCc1c(Cl)nn2c(N)nnc2c1C,CCOc1nn2c(N)nnc2c(C)c1CC,97.4
COc1c(N2CCOCC2)cc(C(C)(OC)OC)cc1C(F)(F)F,[Br-],COc1c(N2CCOCC2)cc(C(=O)CBr)cc1C(F)(F)F,64.0
COC(=O)c1cc(O)cc(C(C)(C)C)c1,COCC(COC)OS(C)(=O)=O,COCC(COC)Oc1cc(C(=O)OC)cc(C(C)(C)C)c1,60.3
CSC(SC)=C(C(=O)c1cccnc1)C(=O)c1cccc([C@@H]2COC(C)(C)O2)c1F,Nc1ccccc1N,CC1(C)OC[C@@H](c2cccc(C(=O)C(C(=O)c3cccnc3)=C3Nc4ccccc4N3)c2F)O1,97.0
Cc1ccc(S(=O)(=O)Cl)cc1,Cn1ncc(C(=O)c2ccc(C(F)(F)F)n(C)c2=O)c1O,Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(C(F)(F)F)n(C)c3=O)cnn2C)cc1,92.0
CCOC(=O)C(=N)NO,O=C(O)c1ccncc1Nc1ccc(I)cc1F,CCOC(=O)c1noc(-c2ccncc2Nc2ccc(I)cc2F)n1,61.9
N#COc1ccccc1,NNC(=O)c1c(Nc2ccc(I)cc2F)cncc1-c1ccccc1F,Nc1nnc(-c2c(Nc3ccc(I)cc3F)cncc2-c2ccccc2F)o1,65.0
CCc1c(F)ccc(OC(=O)[O-])c1Br,O=[N+]([O-])c1cc(O)c(F)cc1F,O=[N+]([O-])c1c(F)ccc(O)c1Br,87.5
CNC(=O)c1cc(Oc2cccc(NC(=O)Nc3ccc4c(cnn4C)c3)c2)ccn1,[OH-],Cn1ncc2cc(NC(=O)Nc3cccc(Oc4ccnc(C(=O)O)c4)c3)ccc21,70.0
COc1ccccc1CBr,Cc1noc(C)c1Cn1cc(N2C(=O)NC(C)(C)C2=O)cn1,COc1ccccc1CN1C(=O)N(c2cnn(Cc3c(C)noc3C)c2)C(=O)C1(C)C,53.0
COC(=O)C(C)(C)Oc1ccc(Cl)cc1C1CC(=O)NC(c2cc(F)ccc2C)C12C(=O)Nc1cc(Cl)ccc12,COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1,COC(=O)C(C)(C)Oc1ccc(Cl)cc1C1CC(=S)NC(c2cc(F)ccc2C)C12C(=O)Nc1cc(Cl)ccc12,63.6
C=C(C)C(=O)Cl,CC1(O)CCSCC1,C=C(C)C(=O)OC1(C)CCSCC1,65.3
CSc1nccc(Oc2ccc(N)cc2)n1,O=C=Nc1ccc(Cl)c(C(F)(F)F)c1,CSc1nccc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)n1,86.4
O=[N+]([O-])c1ccc(O)c(F)c1,OCCCNc1nccc(Cl)n1,O=[N+]([O-])c1ccc(Oc2ccnc(NCCCO)n2)c(F)c1,70.2
CC(C)(N)CO,COc1cc(C(F)(F)F)cc(OC)c1C(=O)Cl,COc1cc(C(F)(F)F)cc(OC)c1C(=O)NC(C)(C)CO,94.7
BrCCOCCBr,CSc1cc(C(F)(F)F)ccc1C(=O)N[C@@H]1CCCC[C@@H]1N,CSc1cc(C(F)(F)F)ccc1C(=O)N[C@@H]1CCCC[C@@H]1N1CCOCC1,68.6
COc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)N[C@@H]1CCCC[C@@H]1NC1CCC1,O=C([O-])[O-],COc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)NC1CCCCC1N(C)C1CCC1,38.0
CC(C)(C)OC(=O)N1CCCC(C(=O)O)C1,N,CC(C)(C)OC(=O)N1CCCC(C(N)=O)C1,72.0
C=CCBr,Fc1ccc(-c2c(-c3ccnc(Cl)c3)[nH]c3cccnc23)cc1,C=CCn1c(-c2ccnc(Cl)c2)c(-c2ccc(F)cc2)c2ncccc21,74.2
FCCBr,Fc1ccc(-c2c(-c3ccnc(Cl)c3)[nH]c3cccnc23)cc1,FCCn1c(-c2ccnc(Cl)c2)c(-c2ccc(F)cc2)c2ncccc21,62.8
CC(=O)Cl,CCCC(Nc1cncc(Cl)n1)c1cccc(N)c1,CCCC(Nc1cncc(Cl)n1)c1cccc(NC(C)=O)c1,82.0
Cc1cn([C@@H]2OC(COS(C)(=O)=O)(COS(C)(=O)=O)[C@@H](OCc3ccccc3)[C@@H]2O)c(=O)[nH]c1=O,[N-]=[N+]=[N-],Cc1cn([C@@H]2OC(COS(C)(=O)=O)(COS(C)(=O)=O)[C@@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])c(=O)[nH]c1=O,91.1
NCCC1CCCCC1,O=C(O)c1cccnc1SCCS(=O)(=O)c1ccccc1,O=C(NCCC1CCCCC1)c1cccnc1SCCS(=O)(=O)c1ccccc1,97.0
CCOCCSSCCOCC,CSc1c[nH]nc1-c1cccnc1,CCOCCSc1c[nH]nc1-c1cccnc1,28.0
Brc1conc1-c1cccnc1,CCCCS,CCCCSc1conc1-c1cccnc1,25.0
CCOC(OCC)OCC,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(C(N)=NO)cc1F)S(=O)(=O)c1ccc(Cl)cc1,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,69.3
Nc1ccc(C2CC2)c2ccccc12,S=C(Cl)Cl,S=C=Nc1ccc(C2CC2)c2ccccc12,86.0
CC(=O)c1ccc(C(=O)O)s1,O=C([O-])[O-],COC(=O)c1ccc(C(C)=O)s1,60.3
CCOc1noc(C2CC(c3ccc(CC)cc3)CN(C(=O)N3CCSCC3)C2)n1,O=C(OO)c1cccc(Cl)c1,CCOc1noc(C2CC(c3ccc(CC)cc3)CN(C(=O)N3CCS(=O)CC3)C2)n1,41.7
COC(=O)CC1c2cccc(F)c2N=C(Cl)N1c1cc(C(F)(F)F)ccc1OC,COc1cccc(N2CCNCC2)c1,COC(=O)CC1c2cccc(F)c2N=C(N2CCN(c3cccc(OC)c3)CC2)N1c1cc(C(F)(F)F)ccc1OC,87.4
Clc1cccnc1Br,O=C1CCC2(CC1)OCCO2,OC1(c2ncccc2Cl)CCC2(CC1)OCCO2,49.0
C=C(B1OC(C)CC(C)(C)O1)C(F)(F)F,Clc1cccnc1Br,C=C(c1ncccc1Cl)C(F)(F)F,86.0
CN1CCN(CC(O)CN)CC1,Cc1[nH]c2c(c1C(=O)O)CCCC2=O,Cc1[nH]c2c(c1C(=O)NCC(O)CN1CCN(C)CC1)CCCC2=O,72.0
CCCI,CCOC(=O)C1CCN(C(=O)OC(C)(C)C)CC1,CCCC1(C(=O)OCC)CCN(C(=O)OC(C)(C)C)CC1,66.5
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CN(C(=O)c1ccc(Cl)c(Br)c1)c1ccccc1O,CN(C(=O)c1ccc(Cl)c(B2OC(C)(C)C(C)(C)O2)c1)c1ccccc1O,98.1
CC(=O)Cl,O=C(O)c1ccc(Cl)c(Br)c1,COC(=O)c1ccc(Cl)c(Br)c1,99.7
CNc1ccccc1O,O=C(Cl)c1ccc(Cl)c(Br)c1,CN(C(=O)c1ccc(Cl)c(Br)c1)c1ccccc1O,56.3
Nc1ccccc1,O=Cc1cc(Br)ccc1O,Oc1ccc(Br)cc1CNc1ccccc1,64.0
Cc1cccc(O)c1C(=O)O,O=C1CCC(=O)N1Br,Cc1c(Br)ccc(O)c1C(=O)O,80.0
Cc1c(Br)ccc(N)c1N,O=C(Cl)c1ccc(F)cc1,Cc1c(Br)ccc2nc(-c3ccc(F)cc3)[nH]c12,95.0
CCOC(=O)C1CCc2c([nH]c3c(C(N)=O)ccc(Br)c23)C1,OB(O)c1c(F)cccc1F,CCOC(=O)C1CCc2c([nH]c3c(C(N)=O)ccc(-c4c(F)cccc4F)c23)C1,45.6
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(N4CCC[C@@H](N)C4)c23)CC1,O=C(Nc1nccs1)Oc1ccccc1,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(N4CCC[C@@H](NC(=O)Nc5nccs5)C4)c23)CC1,47.1
CC(C)(O)c1ccc2c(c1)[nH]c1c(C(N)=O)ccc(Br)c12,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(O)c1ccc2c(c1)[nH]c1c(C(N)=O)ccc(B3OC(C)(C)C(C)(C)O3)c12,86.0
CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2,CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)c1cccc(C(=O)NCc2ccc(F)c(-c3cccc(C=O)c3)c2)n1,CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)c1cccc(C(=O)NCc2ccc(F)c(-c3cccc(CN4C[C@@H]5C[C@H]4CN5)c3)c2)n1,18.4
CCOC(=O)COc1ccc2[nH]c(NC(=O)c3[nH]cnc3C(=O)Nc3ccc(C)cc3C)nc2c1,NCC(O)CO,Cc1ccc(NC(=O)c2nc[nH]c2C(=O)Nc2nc3ccc(OCC(=O)NCC(O)CO)cc3[nH]2)c(C)c1,24.5
COC(=O)c1cccc(N)c1O,O=C(Cl)c1ccc(-c2ccccn2)cc1F,COC(=O)c1cccc(NC(=O)c2ccc(-c3ccccn3)cc2F)c1O,45.0
CNCc1cccc(-c2nc3cccc(C(=O)OC)c3o2)c1,[NH4+],CNCc1cccc(-c2nc3cccc(C(N)=O)c3o2)c1,21.1
COC(=O)c1cccc2nc(-c3cccc(CNCCN(C)C)c3)oc12,[NH4+],CN(C)CCNCc1cccc(-c2nc3cccc(C(N)=O)c3o2)c1,11.0
COC(=O)c1cccc2nc(C3CN(C(=O)OCc4ccccc4)C3)oc12,N,NC(=O)c1cccc2nc(C3CN(C(=O)OCc4ccccc4)C3)oc12,60.0
COC(=O)c1cccc2nc(C34CCCN(CC3)C4)oc12,N,NC(=O)c1cccc2nc(C34CCCN(CC3)C4)oc12,27.0
